id_descuento,ROP,Incremento Demanda Total (kg),Margen por kg utilizado ($/kg),Margen incremental bruto ($),Costo Promoción ($),Contribución neta del descuento ($)
1494,-6.110869135829362,-818.0,2030.5342386337054,-1660977.0072023715,271807.0,-1932784.0072023715
1577,-219853.72254211706,-3495267.8,1785.9308932317947,-6242306744.1383295,28393.0,-6242335137.1383295
1582,8.469747283705024,5975.976702127659,2784.507745392428,16640153.413359167,1964657.605,14675495.808359167
1839,-977.1535815758941,-369.35999999999996,1688.4841398770761,-623658.5019049967,638.239999999998,-624296.7419049967
1849,,-1022.868,1751.3065444546592,-1791355.4225132482,0.0,-1791355.4225132482
1901,,,2498.567783825173,,0.0,
1906,0.8039894740982879,102.96043689320388,5284.349885131489,544078.9728696898,676724.0,-132645.0271303102
1908,0.9527077733691318,47.09154929577465,5284.349885131489,248848.2231117906,261201.0,-12352.776888209395
1915,0.45452504324717813,21.24255319148935,3785.896876051089,80422.11576700862,176936.59999999992,-96514.4842329913
1916,-5.555850283659086,-52.20000000000002,3785.896876051089,-197623.81692986688,35570.39999999995,-233194.21692986682
1917,-1.7290240029183248,-18.678260869565207,3785.896876051089,-70713.96947615419,40898.199999999975,-111612.16947615417
1918,-5004179.330334586,-28645411.2,3785.896876051089,-108448572775.27885,21671.59999999997,-108448594446.87886
2015,1.932337376335865,4250.129415929204,11036.088651201308,46904805.01327313,24273610.596000016,22631194.41727311
2016,2.1059737317715017,5519.309415929203,11036.088651201308,60911588.00760479,28923242.056000017,31988345.951604776
2024,2.61195909826114,851.4418309859157,11036.088651201308,9396587.528101727,3597524.7600000016,5799062.768101726
2026,2.6444677981583036,938.1558309859154,11036.088651201308,10353570.91940199,3915181.318000002,6438389.601401988
2066,5.415345249472347,1586.5075000000006,3987.311121813597,6325898.999590688,1168143.25,5157755.749590688
2071,4.128890398321513,1234.7830000000004,4122.439837804074,5090318.63024323,1232853.9,3857464.73024323
2076,,,,,0.0,
2086,10.580632452284851,7073.795081967213,2637.160678494021,18654734.237888325,1763102.0,16891632.237888325
2093,-2.6535559785348055,-28.444444444444457,21452.99878369015,-610218.6320694095,229962.60000000053,-840181.23206941
2202,0.6201990229124142,314.71401869158876,6294.400719693617,1980936.1457500071,3194033.0,-1213096.8542499929
2204,1.7331881086032555,238.45652173913044,6294.400719693617,1500940.9020504192,866000.0,634940.9020504192
2255,0.7483119135278445,114.36432926829266,6396.156138260883,731492.1066474792,977523.0,-246030.89335252077
2259,1.5789432614980896,95.7824427480916,6396.156138260883,612639.4591208277,388006.0,224633.45912082773
2285,2.256892375855325,8957.25,2620.1158940553137,23469033.092026956,10398826.875,13070206.217026956
2286,2.2824483504235515,9967.875,2620.1158940553137,26116987.717456613,11442531.75,14674455.967456613
2287,2.2041885922682454,9244.916666666666,2620.1158940553137,24222753.097550206,10989419.5,13233333.597550206
2302,,-5.0,2620.1158940553137,-13100.579470276569,0.0,-13100.579470276569
2303,2.2854309532152817,1252.5,2620.1158940553137,3281695.15730428,1435919.625,1845775.53230428
2304,,-5.0,2620.1158940553137,-13100.579470276569,0.0,-13100.579470276569
2305,2.3218090131951383,1486.875,2620.1158940553137,3895784.819973495,1677909.25,2217875.569973495
2306,,-5.0,2620.1158940553137,-13100.579470276569,0.0,-13100.579470276569
2307,2.2569128454861587,1391.875,2620.1158940553137,3646873.8100382397,1615868.25,2031005.5600382397
2308,-12.027413751433459,-314.375,2620.1158940553137,-823698.9341936393,68485.125,-892184.0591936393
2366,,,,,0.0,
2400,-163.7855313495215,-430.38,8501.838332911266,-3659021.1817183504,22340.32000000005,-3681361.50171835
2405,1.7794054560181611,50.16000000000008,10820.523427521513,542757.4551244804,305021.80000000005,237735.65512448037
2410,5.600781138668454,201.71999999999997,11783.086174227295,2376884.1430651294,424384.40000000014,1952499.7430651293
2415,-2549.8274660533843,-253.8,7030.209880400005,-1784267.2676455216,699.760000000002,-1784967.0276455216
2436,1.414446314601884,37.565217391304344,1746.0488466626464,65590.70450071857,46372.0,19218.704500718566
2437,-11.45034290246152,-180.67558528428094,1746.0488466626464,-315468.39730571734,27551.0,-343019.39730571734
2439,3.4960132281408103,129.16666666666669,1746.0488466626464,225531.3093605918,64511.0,161020.3093605918
2441,0.7019933228541338,25.666666666666686,1746.0488466626464,44815.253731007906,63840.0,-19024.746268992094
2463,-1.074986149348886,-178.63400576368895,2143.509097521509,-382903.61648117704,356194.0,-739097.616481177
2464,-18.399958605350825,-2405.504322766571,2143.509097521509,-5156220.399977461,280230.0,-5436450.399977461
2466,5.090533170749346,430.98477157360406,2143.509097521509,923819.7787612499,181478.0,742341.7787612499
2468,2.038441596066011,133.88324873096445,2143.509097521509,286979.9616605573,140784.0,146195.9616605573
2479,-1.1564279145172982,-455.49859943977617,2377.686573347681,-1083032.9040666288,936533.0,-2019565.9040666288
2480,-23.90047381961729,-6543.380952380952,2377.686573347681,-15558109.034775153,650954.0,-16209063.034775153
2482,6.494047739758445,750.8851674641148,2377.686573347681,1785369.5808053508,274924.0,1510445.5808053508
2484,4.758579683319687,360.46889952153106,2377.686573347681,857082.0625017588,180113.0,676969.0625017588
2506,-0.05790239482008961,-3.2844574780058338,1900.5700096791224,-6242.341380764221,107808.0,-114050.34138076422
2507,-16.2818982089797,-627.5131964809384,1900.5700096791224,-1192632.761909554,73249.0,-1265881.761909554
2509,3.390321048364604,146.5,1900.5700096791224,278433.5064179915,82126.0,196307.50641799148
2511,-1.778631686515088,-61.0,1900.5700096791224,-115934.77059042646,65182.0,-181116.77059042646
2594,,-28.0,4538.426897669165,-127075.95313473661,0.0,-127075.95313473661
2595,-57.474643869442005,-29.65909090909091,4538.426897669165,-134605.61594223318,2342.0,-136947.61594223318
2601,-32.16783096887249,-18.321428571428573,3908.297404732717,-71605.59173671015,2226.0,-73831.59173671015
2602,,-27.0,3908.297404732717,-105524.02992778335,0.0,-105524.02992778335
2632,,,1597.4656098680773,,0.0,
2706,0.032938288270558586,5.5821383647798655,667.0870660151212,3723.7723038514596,113053.0,-109329.22769614853
2707,0.3329940205159484,519.3369811320755,667.0870660151212,346442.9830165465,1040388.0,-693945.0169834534
2710,-7.772816938421238,-173.33333333333331,667.0870660151212,-115628.42477595434,14876.0,-130504.42477595434
2711,0.11857341039773922,102.5,667.0870660151212,68376.4242665499,576659.0,-508282.5757334501
2744,-0.5142059852896431,-93.91177528089884,2179.385886303489,-204669.99760489585,398031.14600000007,-602701.1436048959
2746,0.13791791217609387,7.538759036144597,2179.385886303489,16429.865043616446,119127.85500000001,-102697.98995638356
2747,-0.8932696253240291,-222.72321686747,2179.385886303489,-485399.835393075,543396.777,-1028796.612393075
2959,4.118775883405478,18932.023255813958,1995.6449315862112,37781596.25513741,9173015.8,28608580.455137406
2961,4.325117713632516,5073.299999999999,1995.6449315862112,10124505.431416323,2340862.4,7783643.031416323
3056,-8.449301210843492,-1796.5209999999997,2724.277026223358,-4894220.887427812,579245.6399999999,-5473466.527427812
3126,14.702060212416264,12143.785714285714,1571.393947506758,19082671.3712476,1297959.0,17784712.3712476
3131,-1.9457251297690212,-541.2941176470586,1788.1383099293669,-967908.7487041187,497454.0,-1465362.7487041187
3215,0.6560942145556331,444.51586402266275,1956.1135383236856,869523.4996143812,1325302.7999999998,-455779.3003856186
3216,0.7910049582082727,2973.7793201133145,1956.1135383236856,5817049.988060661,7353999.3999999985,-1536949.4119393378
3217,-1.9818968017825227,-7788.830311614727,1956.1135383236856,-15235836.420255464,7687502.399999998,-22923338.820255462
3218,,-1348235906.3868268,1956.1135383236856,-2637302509337.3774,0.0,-2637302509337.3774
3224,0.15062586241682221,6.248916408668734,1956.1135383236856,12223.589986849955,81151.99999999999,-68928.41001315003
3226,1.0498704459114891,837.6891640866874,1956.1135383236856,1638615.1147770206,1560778.4,77836.71477702074
3227,-1.1416917427646154,-953.5368421052633,1956.1135383236856,-1865226.32613252,1633739.0,-3498965.32613252
3228,,-226436113.51578948,1956.1135383236856,-442934747213.63464,0.0,-442934747213.63464
3239,3.7678890978841713,1143.159545454545,2079.3351588620467,2377011.835052393,630860.3500000001,1746151.4850523928
3255,2.128027143235512,563.6632653061225,1112.7585260288765,627221.1042786645,294743.0,332478.10427866445
3259,4.007371970996722,1907.9518072289156,1112.7585260288765,2123089.6407461795,529796.0,1593293.6407461795
3282,1.3137924314865783,5204.886426592799,1043.4758412928863,5431173.242822845,4133966.0,1297207.2428228445
3295,4.0934375814452215,11824.07111111111,1043.4758412928863,12338132.550173579,3014125.0,9324007.550173579
3405,-16.538087432135892,-149.22000000000003,2394.4871932133533,-357305.37897129665,21605.000000000044,-378910.3789712967
3589,1.3632740689556604,115.88953488372096,1364.7970402578978,158165.69420616675,116019.0,42146.69420616675
3590,0.32642227903224535,126.04069767441865,1364.7970402578978,172019.97113808684,526986.0,-354966.02886191313
3591,-1.9125435855168118,-410.49709302325573,1364.7970402578978,-560245.2175926107,292932.0,-853177.2175926107
3592,-1.1082367754103493,-266.49709302325573,1364.7970402578978,-363714.4437954733,328192.0,-691906.4437954733
3593,-1.1176678044362485,-337.95930232558135,1364.7970402578978,-461245.8555415777,412686.0,-873931.8555415777
3594,0.1269878664592397,37.50290697674427,1364.7970402578978,51183.856442927616,403061.0,-351877.1435570724
3595,4.207352071085818,721.2689655172414,1364.7970402578978,984385.7493678068,233968.0,750417.7493678068
3596,3.8222746572689625,2884.5241379310346,1364.7970402578978,3936790.0060007405,1029960.0,2906830.0060007405
3597,4.10119073413293,2929.7103448275866,1364.7970402578978,3998460.0074336347,974951.0,3023509.0074336347
3598,4.205569528412244,3233.7103448275866,1364.7970402578978,4413358.307672037,1049408.0,3363950.307672037
3599,4.120703713135833,3756.5241379310346,1364.7970402578978,5126893.025105627,1244179.0,3882714.0251056273
3600,4.326406031918638,3657.7103448275866,1364.7970402578978,4992032.252741384,1153852.0,3838180.2527413843
3601,-2.7900615157991338,-1485.4645161290327,3281.723013511817,-4874883.088335843,1747231.4000000001,-6622114.488335843
3602,2.3232720215532248,213.65485714285722,3281.723013511817,701156.0616342941,301796.79999999993,399359.2616342942
3603,-635.6496033866734,-132890.6229032258,1735.4458660329185,-230624482.1519427,362817.0,-230987299.1519427
3604,-2.6356618014401576,-41725.6229032258,1735.4458660329185,-72412559.7750517,27474147.0,-99886706.7750517
3605,-1.808896540609986,-31732.122903225798,1735.4458660329185,-55069381.51285174,30443632.5,-85513014.01285174
3606,-1.6942362924099335,-37995.04365591396,1735.4458660329185,-65938341.442396194,38919212.0,-104857553.4423962
3607,-1.9675704422968328,-33815.6229032258,1735.4458660329185,-58685182.97473131,29826217.0,-88511399.97473131
3608,,-158945.9234408602,1735.4458660329185,-275842045.7582256,0.0,-275842045.7582256
3609,-63.009000940365816,-2871.2741312741314,1735.4458660329185,-4982940.82136695,79083.0,-5062023.82136695
3610,4.498365637687403,10568.725868725869,1735.4458660329185,18341451.618115474,4077359.0,14264092.618115474
3611,4.632820517511512,12093.725868725869,1735.4458660329185,20988006.563815672,4530287.0,16457719.563815672
3612,4.664122418755302,15730.61776061776,1735.4458660329185,27299635.562808104,5853113.0,21446522.562808104
3613,4.651960348063961,12343.725868725869,1735.4458660329185,21421868.030323908,4604912.0,16816956.030323908
3614,,-3717.065637065637,1735.4458660329185,-6450766.193618576,0.0,-6450766.193618576
3639,0.2714172995889416,741.7376118598368,1304.0327017220063,967250.1019624108,3563701.0,-2596450.898037589
3640,-4.979572488987173,-68807.37801078169,1304.0327017220063,-89727071.04580702,18019031.0,-107746102.04580702
3641,-0.24400708653038683,-2721.180746630729,1304.0327017220063,-3548508.6809027838,14542646.0,-18091154.680902783
3642,0.5270018328200656,6825.819253369271,1304.0327017220063,8901091.522437213,16890058.0,-7988966.477562787
3643,0.47563766398344215,7675.179800539074,1304.0327017220063,10008685.45149913,21042668.0,-11033982.54850087
3644,0.2514926378412716,3079.819253369271,1304.0327017220063,4016185.0217865757,15969394.0,-11953208.978213424
3645,4.516384994550458,6163.0,1304.0327017220063,8036753.540712725,1779466.0,6257287.540712725
3646,3.464603451715334,20943.0,1304.0327017220063,27310356.872163977,7882679.0,19427677.872163977
3647,4.4637148093208765,25681.5,1304.0327017220063,33489515.82927371,7502611.0,25986904.82927371
3648,4.60825751217217,32137.5,1304.0327017220063,41908350.95159098,9094186.0,32814164.951590978
3649,4.584544093447647,38777.0,1304.0327017220063,50566476.07467424,11029772.0,39536704.07467424
3650,4.584358849669684,30825.5,1304.0327017220063,40197460.04693171,8768393.0,31429067.046931706
3682,-5.689776989260366,-2772.294277929155,1850.6457051144491,-5130534.498762954,901711.0,-6032245.498762954
3683,-5.549035699398771,-2736.294277929155,1850.6457051144491,-5063911.253378834,912575.0,-5976486.253378834
3684,-6.056592742724854,-3605.3705722070845,1850.6457051144491,-6672263.564801064,1101653.0,-7773916.564801064
3685,-4.726340169910278,-2505.294277929155,1850.6457051144491,-4636412.095497396,980973.0,-5617385.095497396
3686,,-6880.348773841962,1850.6457051144491,-12733087.908000093,0.0,-12733087.908000093
3687,4.157899497179712,1078.0569948186528,1850.6457051144491,1995101.54732973,479834.0,1515267.54732973
3688,4.430911260612975,1324.0569948186528,1850.6457051144491,2450360.390787884,553015.0,1897345.3907878841
3689,4.474124472599833,1725.1088082901556,1850.6457051144491,3192565.2069172817,713562.0,2479003.2069172817
3690,4.63640993689799,1564.0569948186528,1850.6457051144491,2894515.360015352,624301.0,2270214.360015352
3691,,-635.1917098445596,1850.6457051144491,-1175514.8097481376,0.0,-1175514.8097481376
3694,0.8603763337253668,5598.7328808864295,2799.610866580579,15674273.41241164,18217927.200000003,-2543653.7875883635
3695,0.23235681911348366,900.450096952909,2799.610866580579,2520909.8762428993,10849304.469999999,-8328394.5937570995
3696,-300.66130084238426,-16479.077119113572,2799.610866580579,-46135003.37388974,153445.1,-46288448.47388974
3697,0.4476083617428113,2138.7048614958494,2799.610866580579,5987541.370652495,13376741.55,-7389200.179347506
3698,,-620.8017451523546,2799.610866580579,-1738003.311720719,0.0,-1738003.311720719
3700,1.4239144391881309,877.8115096952909,2799.610866580579,2457530.64135244,1725897.6899999997,731632.9513524405
3701,2.4445038151091563,6933.084510638297,2799.610866580579,19409938.73490447,7940236.630000001,11469702.104904471
3702,2.231435144506201,3856.636489361702,2799.610866580579,10797081.424068198,4838626.59,5958454.834068198
3703,-110.05820733607476,-2670.8254893617027,2799.610866580579,-7477272.062757416,67939.24999999999,-7545211.312757416
3704,2.224521614928968,4381.084212765956,2799.610866580579,12265330.96946419,5513693.7700000005,6751637.19946419
3705,,-103.54742553191491,2799.610866580579,-289892.4977255923,0.0,-289892.4977255923
3707,2.7352784066561817,812.8951489361702,2799.610866580579,2275790.0923523405,832014.0599999999,1443776.0323523404
3714,-3.3782681657847897,-6675.770340540543,3055.591479432841,-20398426.97120616,6038131.365,-26436558.33620616
3715,-3.851649790776225,-15949.064016216224,3055.591479432841,-48733824.11287921,12652714.228999998,-61386538.341879204
3716,-7.08705845733849,-17361.765016216224,3055.591479432841,-53050461.25146547,7485540.238,-60536001.48946547
3718,-2.88067040182642,-1028.6625567567573,3055.591479432841,-3143172.5436375486,1091125.3649999998,-4234297.908637548
3719,1.970219400222522,1347.4461417322836,3055.591479432841,4117244.9496718207,2089739.3199999998,2027505.629671821
3720,2.114371384983899,3772.938818897638,3055.591479432841,11528559.707445031,5452476.225,6076083.482445031
3722,2.4604091679426867,521.0810236220472,3055.591479432841,1592210.7358736703,647132.4999999999,945078.2358736704
3732,0.9949162917443682,213.89638554216853,2542.439681281582,543818.6582851134,546597.4000000003,-2778.7417148868553
3733,0.9739285795064935,42.78461538461539,2542.439681281582,108777.30390221663,111689.19999999998,-2911.8960977833485
3734,-8.676284589834568,-12249.875675675677,2174.7820287755258,-26640809.474193916,3070532.0,-29711341.474193916
3735,-6.84144597438007,-9276.543243243244,2174.7820287755258,-20174459.53456444,2948859.0,-23123318.53456444
3736,4.313379698681183,4041.7027027027025,2174.7820287755258,8789822.40349131,2037804.0,6752018.403491311
3737,2.9711102264844684,3288.972972972973,2174.7820287755258,7152799.314750033,2407450.0,4745349.314750033
3741,1.9011170128424841,4147.935135135134,2008.1983536712328,8329876.509513438,4381569.6,3948306.909513438
3742,4.1604880927492545,22835.935135135136,2008.1983536712328,45859087.34292145,11022525.8,34836561.54292145
3743,2.677977613171107,9953.232432432433,2008.1983536712328,19988064.984517932,7463865.6,12524199.384517932
3744,5.038737736742933,9152.54214876033,2008.1983536712328,18380120.07504706,3647762.8,14732357.27504706
3745,5.252212991567917,14771.74214876033,2008.1983536712328,29664588.263996452,5648017.0,24016571.263996452
3746,5.088153004980763,13690.571900826446,2008.1983536712328,27493383.952057313,5403411.4,22089972.55205731
3766,1.2283076045639796,324.1900552486188,1679.7807408794445,544568.2111912731,443348.4,101219.81119127304
3767,3.747409467676445,3545.790055248619,1679.7807408794445,5956149.846008493,1589404.5999999999,4366745.246008493
3768,0.6978832477992124,215.81657458563518,1679.7807408794445,362524.52555152227,519463.0,-156938.47444847773
3769,3.2943086787115416,1123.4666666666667,1679.7807408794445,1887177.6696866937,572860.0,1314317.6696866937
3770,3.9199520857839523,2379.4666666666662,1679.7807408794445,3996982.2802312756,1019650.8,2977331.480231276
3771,3.348020822365948,1601.04,1679.7807408794445,2689396.1573776253,803279.4,1886116.7573776254
3791,-1.992656353973282,-2484.9523809523816,2126.8513959507413,-5285124.44029969,2652301.0,-7937425.44029969
3792,5.265739338147152,1038.0,2126.8513959507413,2207671.7489968697,419252.0,1788419.7489968697
3793,-928.4015211279109,-2730.6779669421485,2889.4337827367913,-7890113.1674576625,8498.599999999999,-7898611.767457662
3794,-3.489026567155557,-1279.5479669421482,2889.4337827367913,-3697169.1223148215,1059656.3399999999,-4756825.462314822
3795,-3.1596189955010305,-1383.8579669421483,2889.4337827367913,-3998565.9601920974,1265521.56,-5264087.520192098
3796,-22.5638317773295,-247.07161585365853,2889.4337827367913,-713897.0736029281,31639.0,-745536.0736029281
3797,2.1331891706547936,332.16838414634157,2889.4337827367913,959778.550709531,449926.6,509851.95070953097
3798,2.356975654539435,915.2783841463415,2889.4337827367913,2644636.283761182,1122046.5,1522589.7837611819
3799,-790.6350580914856,-585.1831987577639,3057.5162449284066,-1789207.1364610319,2263.0,-1791470.1364610319
3800,-1.8927194157601002,-182.12319875776387,3057.5162449284066,-556844.6387801883,294203.48,-851048.1187801883
3801,-3.7468064996383807,-313.5031987577639,3057.5162449284066,-958541.1230388825,255828.83000000005,-1214369.9530388825
3802,-259.53903493641906,-192.99585106382978,3057.5162449284066,-590087.9498314429,2273.600000000002,-592361.5498314429
3803,0.8325043772375803,48.159148936170254,3057.5162449284066,147247.3802142671,176872.8,-29625.419785732898
3804,2.3078748650564034,463.5191489361703,3057.5162449284066,1417217.3277077305,614078.9299999999,803138.3977077305
3805,0.72040302197962,106.42490934844193,2590.851106019474,275731.09409343306,382745.61,-107014.51590656693
3806,1.5495473799466668,371.6942752293578,2590.851106019474,963004.5240790885,621474.7200000001,341529.8040790884
3807,-1.9574278832686507,-206.1842853025937,3216.394872212133,-663170.0779779857,338796.68499999994,-1001966.7629779857
3808,0.16836726077842157,67.9416080691642,3216.394872212133,218527.0398035064,1297918.8399999999,-1079391.8001964935
3810,-3.716574202858523,-48.60154755043227,3216.394872212133,-156321.7683227845,42060.715,-198382.4833227845
3811,-0.7714536249204387,-205.9419793814435,3216.394872212133,-662390.7264556914,858626.7599999998,-1521017.486455691
3812,0.03307024341498969,24.90054639175196,3216.394872212133,80089.9897297126,2421814.3400000003,-2341724.3502702876
3814,1.8195988492833564,233.84467010309274,3216.394872212133,752136.7978137254,413353.085,338783.7128137254
3824,-7.32769032738692,-11528.422548913044,3058.1935352778423,-35256147.311037175,4811358.796,-40067506.10703717
3825,2.873089282655672,2431.4597327935226,3058.1935352778423,7435874.436117539,2588111.16,4847763.276117539
3838,0.9392984576785823,1138.244684729064,585.5564003444119,666506.4603011108,709579.0,-43072.539698889246
3839,0.7289293428025517,1181.738960591133,585.5564003444119,691974.8119104907,949303.0,-257328.18808950926
3840,0.7043055578560878,1378.4860985221676,585.5564003444119,807181.357775453,1146067.0,-338885.642224547
3841,-0.13911429030536687,-204.52534975369463,585.5564003444119,-119761.12758095516,860883.0,-980644.1275809552
3842,0.7585490742083889,1281.738960591133,585.5564003444119,750530.451944932,989429.0,-238898.548055068
3843,0.5435464189109022,651.738960591133,585.5564003444119,381629.91972795245,702111.0,-320481.08027204755
3844,-0.9748732830987236,-403.688524590164,585.5564003444119,-236382.399319363,242475.0,-478857.399319363
3845,-4.490985095890323,-1530.7377049180327,585.5564003444119,-896333.26036327,199585.0,-1095918.26036327
3846,-0.5534819659516809,-734.2622950819673,585.5564003444119,-429951.98641682306,776813.0,-1206764.986416823
3847,-3.183112391507991,-3208.360655737705,585.5564003444119,-1878676.1165804076,590201.0,-2468877.1165804076
3848,-0.31655011915131126,-380.7377049180327,585.5564003444119,-222943.39996719616,704291.0,-927234.3999671962
3849,-0.8828976079133027,-790.7377049180327,585.5564003444119,-463021.524108405,524434.0,-987455.524108405
3867,,-17476.333333333332,487.970861893789,-8527941.43940982,0.0,-8527941.43940982
3868,0.638544642449469,23983.666666666668,487.970861893789,11703330.49470667,18328132.0,-6624801.50529333
3869,0.5188403974145117,31983.0,487.970861893789,15606772.075949049,30080102.0,-14473329.924050951
3870,0.5048621065191994,38295.66666666667,487.970861893789,18687169.470130574,37014403.0,-18327233.529869426
3871,0.759198415545611,18933.0,487.970861893789,9238752.328235108,12169088.0,-2930335.6717648916
3872,-0.031132218014377287,-2278.666666666657,487.970861893789,-1111922.9373019834,35716149.0,-36828071.937301986
3873,0.63859810193922,49373.0,487.970861893789,24092585.36428204,37727305.0,-13634719.635717958
3874,0.2700831714278804,11713.0,487.970861893789,5715602.705361947,21162380.0,-15446777.294638053
3875,,-2301.787878787879,487.970861893789,-1123205.4151087974,0.0,-1123205.4151087974
3876,0.6550756019849616,3348.212121212121,487.970861893789,1633829.9545911106,2494109.0,-860279.0454088894
3877,0.6095580149479001,5869.363636363636,487.970861893789,2864078.4324044273,4698615.0,-1834536.5675955727
